name,year,selling_price,fuel,km_driven,seller_type,transmission,owner,seats,engine_value,max_power_value,mileage_value
Maruti 800 AC,2007,45000,Petrol,73257,Individual,Manual,First Owner,4,796,37.00,16.10
Maruti 800 AC BSIII,2007,60000,Petrol,62000,Individual,Manual,Second Owner,4,796,37.00,16.10
Maruti 800 AC BSIII,2007,60000,Petrol,100000,Individual,Manual,Second Owner,4,796,37.00,16.10
Maruti 800 AC,2007,75000,Petrol,60000,Individual,Manual,Second Owner,4,796,37.00,16.10
Hyundai Getz 1.1 GLE,2007,65000,Petrol,70000,Individual,Manual,Third Owner,5,1086,66.60,15.00
Tata Indica V2 DLE BSII,2007,50000,Diesel,80000,Individual,Manual,Third Owner,5,1396,53.50,17.20
Maruti Esteem Lxi - BSIII,2007,55000,Petrol,70000,Individual,Manual,Third Owner,5,1298,85.00,15.90
Chevrolet Spark 1.0 LT,2007,72000,Petrol,40000,Individual,Manual,Second Owner,5,995,62.00,18.00
Chevrolet Aveo U-VA 1.2,2007,65000,Petrol,30000,Individual,Manual,Second Owner,5,1150,76.00,14.70
Maruti Zen Estilo 1.1 LX BSIII,2007,70000,Petrol,80000,Individual,Manual,Second Owner,5,1061,64.00,18.20
Maruti Alto LXi,2007,85000,Petrol,120000,Individual,Manual,Third Owner,5,796,46.30,19.70
Tata Indica V2 2001-2011 DLS BSIII,2007,55000,Diesel,75958,Individual,Manual,Second Owner,5,1396,52.80,17.88
Maruti 800 AC,2007,90000,Petrol,90000,Individual,Manual,First Owner,4,796,37.00,16.10
Tata Indica V2 DLX,2007,59259,Diesel,104000,Individual,Manual,Second Owner,5,1396,53.50,17.20
Maruti Wagon R AX Minor,2007,80000,Petrol,63000,Individual,Automatic,Third Owner,5,1061,67.00,18.90
Maruti Alto LXi,2007,95000,Petrol,70000,Individual,Manual,Second Owner,5,796,46.30,19.70
Tata Indica V2 DLE BSIII,2007,65000,Diesel,120000,Individual,Manual,Third Owner,5,1396,52.80,17.88
Tata Indica V2 DLS,2007,65000,Diesel,120000,Individual,Manual,Third Owner,5,1396,53.50,17.20
Tata Indica GLS BS IV,2007,75000,Petrol,100000,Individual,Manual,Second Owner,5,1193,65.30,15.30
Maruti Zen Estilo LXI BSIII,2007,85000,Petrol,80000,Individual,Manual,Second Owner,5,998,67.10,18.20
Maruti Zen Estilo LXI BSIII,2007,85000,Petrol,160000,Individual,Manual,Fourth & Above Owner,5,998,67.10,18.20
Tata Indica GLS BS IV,2007,78000,Petrol,38000,Individual,Manual,Second Owner,5,1193,65.30,15.30
Maruti Wagon R LX Minor,2007,85000,Petrol,100000,Individual,Manual,Third Owner,5,1061,67.00,18.90
Maruti Alto LXi,2007,100000,Petrol,90000,Individual,Manual,Second Owner,5,796,46.30,19.70
Maruti Alto LX,2007,100000,Petrol,60000,Individual,Manual,Third Owner,5,796,46.30,19.70
Maruti Alto LXi,2007,100000,Petrol,70000,Individual,Manual,First Owner,5,796,46.30,19.70
Tata Indica V2 DLS,2007,70000,Diesel,110000,Individual,Manual,Second Owner,5,1396,53.50,17.20
Chevrolet Spark 1.0 LS,2007,90000,Petrol,93000,Individual,Manual,Third Owner,5,995,62.00,18.00
Chevrolet Spark 1.0 LT,2007,90000,Petrol,60000,Individual,Manual,Second Owner,5,995,62.00,18.00
Tata Indica GLS BS IV,2007,80000,Petrol,80000,Individual,Manual,Third Owner,5,1193,65.30,15.30
Maruti Zen Estilo LXI BSIII,2007,90000,Petrol,70000,Individual,Manual,First Owner,5,998,67.10,18.20
Maruti Zen Estilo 1.1 LXI BSIII,2007,90000,Petrol,60000,Individual,Manual,Second Owner,5,1061,64.00,18.20
Maruti Wagon R LXI Minor,2007,90000,Petrol,110000,Individual,Manual,Fourth & Above Owner,5,1061,67.00,18.90
Maruti Alto LX,2007,110000,Petrol,120000,Individual,Manual,Second Owner,5,796,46.30,19.70
Maruti Alto LXi,2007,110000,Petrol,120000,Individual,Manual,Third Owner,5,796,46.30,19.70
Hyundai Santro Xing XS,2007,95000,Petrol,100000,Individual,Manual,Second Owner,5,1086,63.00,17.80
Tata Indica V2 DLS TC,2007,80000,Diesel,110000,Individual,Manual,Third Owner,5,1405,62.00,16.80
Maruti Wagon R LX BSIII,2007,100000,Petrol,80000,Individual,Manual,Second Owner,5,1061,64.00,17.30
Maruti Wagon R LXI Minor,2007,100000,Petrol,70000,Individual,Manual,Second Owner,5,1061,67.00,18.90
Tata Indica V2 DLS,2007,85000,Diesel,150000,Individual,Manual,Second Owner,5,1396,53.50,17.20
Hyundai Accent GLE,2007,80000,Petrol,120000,Individual,Manual,Second Owner,5,1495,94.00,13.20
Maruti Alto LX BSIII,2007,118000,Petrol,110000,Individual,Manual,Second Owner,5,796,46.30,19.70
Chevrolet Aveo U-VA 1.2 LT,2007,100000,Petrol,60000,Individual,Manual,Third Owner,5,1150,76.00,14.70
Maruti Alto LXi BSIII,2007,120000,Petrol,53512,Dealer,Manual,Second Owner,5,796,46.30,19.70
Maruti Alto LX BSIII,2007,120000,Petrol,120000,Individual,Manual,Second Owner,5,796,46.30,19.70
Tata Indica V2 DL BSIII,2007,90000,Diesel,50000,Individual,Manual,First Owner,5,1396,52.80,17.88
Tata Indica V2 DLE BSII,2007,90000,Diesel,90000,Individual,Manual,Third Owner,5,1396,53.50,17.20
Chevrolet Aveo U-VA 1.2 LS,2007,102000,Petrol,50000,Individual,Manual,Second Owner,5,1150,74.90,15.26
Tata Indigo LS,2007,90177,Diesel,129000,Individual,Manual,Third Owner,5,1405,70.00,17.00
Maruti 800 AC BSII,2007,125000,Petrol,60000,Individual,Manual,Second Owner,4,796,37.00,16.10
Hyundai Santro Xing XS,2007,110000,Petrol,75000,Individual,Manual,Second Owner,5,1086,63.00,17.80
Maruti Alto LXi,2007,128000,Petrol,60000,Individual,Manual,Second Owner,5,796,46.30,19.70
Maruti Alto LXi,2007,130000,Petrol,88700,Individual,Manual,Third Owner,5,796,46.30,19.70
Maruti Alto LX,2007,130000,Petrol,78000,Individual,Manual,First Owner,5,796,46.30,19.70
Maruti Alto LXi,2007,130000,Petrol,90000,Individual,Manual,Second Owner,5,796,46.30,19.70
Tata Indigo Grand Dicor,2007,100000,Diesel,90000,Individual,Manual,Third Owner,5,1396,70.00,23.57
Maruti Zen Estilo 1.1 LX BSIII,2007,120000,Petrol,150000,Individual,Manual,Second Owner,5,1061,64.00,18.20
Maruti Wagon R LXI Minor,2007,120000,Petrol,70000,Individual,Manual,Second Owner,5,1061,67.00,18.90
Maruti Alto LX,2007,135000,Petrol,57000,Individual,Manual,First Owner,5,796,46.30,19.70
Maruti Alto LXi,2007,135000,Petrol,60000,Individual,Manual,First Owner,5,796,46.30,19.70
Hyundai Santro Xing XS,2007,120000,Petrol,120000,Individual,Manual,First Owner,5,1086,63.00,17.80
Hyundai Santro Xing XK eRLX EuroIII,2007,120000,Petrol,120000,Individual,Manual,Second Owner,5,1086,63.00,17.80
Maruti Wagon R LX Minor,2007,125000,Petrol,100000,Individual,Manual,Third Owner,5,1061,67.00,18.90
Maruti Alto LXi BSIII,2007,140000,Petrol,35000,Individual,Manual,Second Owner,5,796,46.30,19.70
Tata Indica GLS BS IV,2007,125000,Petrol,50000,Individual,Manual,First Owner,5,1193,65.30,15.30
Hyundai Getz GLX,2007,120000,Petrol,110000,Individual,Manual,Second Owner,5,1341,83.00,15.30
Maruti Alto LX BSIII,2007,150000,Petrol,75000,Individual,Manual,First Owner,5,796,46.30,19.70
Maruti Alto LXi,2007,150000,Petrol,80000,Individual,Manual,Third Owner,5,796,46.30,19.70
Maruti Alto LXi,2007,150000,Petrol,50000,Individual,Manual,Third Owner,5,796,46.30,19.70
Hyundai i10 Era,2007,135000,Petrol,100000,Individual,Manual,Second Owner,5,1086,68.05,19.81
Ford Fiesta 1.4 Durasport EXI,2007,120000,Petrol,80000,Individual,Manual,Second Owner,5,1388,68.00,16.60
Tata Indigo LX,2007,120000,Diesel,135000,Individual,Manual,First Owner,5,1405,70.00,17.00
Hyundai Santro Xing XS,2007,140000,Petrol,80000,Individual,Manual,Second Owner,5,1086,63.00,17.80
Ford Fiesta 1.4 Duratorq EXI,2007,125000,Diesel,110000,Individual,Manual,Third Owner,5,1399,68.00,17.80
Maruti Swift VXI BSIII,2007,130000,Petrol,120000,Individual,Manual,First Owner,5,1298,88.20,16.10
Tata Indigo LS,2007,130000,Diesel,100000,Individual,Manual,Third Owner,5,1405,70.00,16.10
Maruti Zen Estilo 1.1 LXI BSIII,2007,150000,Petrol,35000,Individual,Manual,First Owner,5,1061,64.00,18.20
Maruti Zen Estilo 1.1 VXI BSIII,2007,150000,Petrol,70000,Individual,Manual,Third Owner,5,1061,64.00,18.20
Maruti Wagon R VXI Minor,2007,150000,Petrol,70000,Individual,Manual,Third Owner,5,1061,67.00,18.90
Tata New Safari 4X4 EXI BSIII,2007,95000,Diesel,120000,Individual,Manual,Second Owner,7,2092,127.00,12.00
Hyundai Santro Xing GLS,2007,150000,Petrol,60000,Individual,Manual,Fourth & Above Owner,5,1086,62.10,17.92
Skoda Octavia Ambiente 1.9 TDI MT,2007,110000,Diesel,120000,Individual,Manual,Second Owner,5,1896,66.00,18.70
Maruti SX4 Vxi BSIII,2007,125000,Petrol,120000,Individual,Manual,Third Owner,5,1586,104.68,15.00
Maruti Zen Estilo VXI BSIII,2007,160000,Petrol,74800,Individual,Manual,Second Owner,5,998,67.10,18.20
Ford Fiesta 1.4 Duratec EXI Limited Edition,2007,142000,Petrol,97000,Individual,Manual,First Owner,5,1388,68.00,16.60
Hyundai Verna CRDi SX,2007,135000,Diesel,119000,Individual,Manual,Fourth & Above Owner,5,1493,110.00,16.80
Honda City 2017-2020 EXi,2007,138000,Petrol,120000,Individual,Manual,Second Owner,5,1497,78.00,17.70
Hyundai Santro Xing XS,2007,165000,Petrol,90000,Individual,Manual,Third Owner,5,1086,63.00,17.80
Tata Indigo LX,2007,150000,Diesel,120000,Individual,Manual,Second Owner,5,1405,70.00,17.00
Mahindra Renault Logan 1.5 DLE Diesel,2007,150000,Diesel,120000,Individual,Manual,Second Owner,5,1461,65.00,19.20
Honda City 2017-2020 GXi,2007,160000,Petrol,120000,Individual,Manual,Third Owner,5,1497,78.00,17.70
Maruti Swift Glam,2007,170000,Petrol,78000,Individual,Manual,Second Owner,5,1298,88.20,16.10
Maruti SX4 Vxi BSIII,2007,160000,Petrol,120000,Individual,Manual,Second Owner,5,1586,104.68,15.00
Hyundai i10 Era,2007,190000,Petrol,70000,Individual,Manual,Second Owner,5,1086,68.05,19.81
Honda City 2017-2020 EXi,2007,170000,Petrol,110000,Individual,Manual,Third Owner,5,1497,78.00,17.70
Hyundai Verna CRDi,2007,170000,Diesel,120000,Individual,Manual,Second Owner,5,1493,110.00,16.80
Maruti Swift Vdi BSIII,2007,185000,Diesel,90000,Individual,Manual,Fourth & Above Owner,5,1248,75.00,17.80
Mahindra Renault Logan 1.5 DLX Diesel,2007,175000,Diesel,99000,Individual,Manual,Second Owner,5,1461,65.00,19.20
Tata Spacio Gold-10/6 Str BSII,2007,100000,Diesel,120000,Individual,Manual,Third Owner,10,2956,63.00,14.60
Mahindra Renault Logan 1.5 DLE Diesel,2007,180000,Diesel,187000,Individual,Manual,Second Owner,5,1461,65.00,19.20
Hyundai Verna CRDi ABS,2007,180000,Diesel,150000,Individual,Manual,Second Owner,5,1493,110.00,18.10
Maruti Swift VDI BSIV,2007,195000,Diesel,112880,Dealer,Manual,First Owner,5,1248,74.00,25.20
Hyundai Verna CRDi SX,2007,185000,Diesel,90000,Individual,Manual,Fourth & Above Owner,5,1493,110.00,16.80
Hyundai Verna CRDi,2007,185000,Diesel,120000,Individual,Manual,Fourth & Above Owner,5,1493,110.00,16.80
Chevrolet Optra Magnum 2.0 LS,2007,160000,Diesel,130000,Individual,Manual,Second Owner,5,1991,123.70,16.52
Honda Civic 1.8 S AT,2007,175000,Petrol,218463,Individual,Automatic,First Owner,5,1799,130.00,12.90
Tata Indica V2 DLE BSIII,2007,200000,Diesel,50000,Individual,Manual,First Owner,5,1396,52.80,17.88
Ford Fiesta 1.4 Duratorq ZXI,2007,210000,Diesel,110000,Individual,Manual,First Owner,5,1399,68.00,17.80
Maruti Swift ZXI ABS,2007,215000,Petrol,100750,Individual,Manual,Second Owner,5,1298,88.20,16.10
Honda City 2017-2020 GXi,2007,210000,Petrol,140000,Individual,Manual,First Owner,5,1497,78.00,17.70
Honda City 2017-2020 GXi,2007,210000,Petrol,120000,Individual,Manual,Second Owner,5,1497,78.00,17.70
Maruti Swift Lxi BSIII,2007,220000,Petrol,136000,Individual,Manual,Second Owner,5,1298,88.20,16.10
Mahindra Bolero 2011-2019 Plus-AC Plus PS BSIII,2007,160000,Diesel,120000,Individual,Manual,Third Owner,9,2523,63.00,13.60
Hyundai Verna CRDi SX,2007,212000,Diesel,58000,Dealer,Manual,Second Owner,5,1493,110.00,16.80
Skoda Octavia Ambiente 1.9 TDI MT,2007,195000,Diesel,175000,Individual,Manual,Second Owner,5,1896,66.00,18.70
Honda City 2017-2020 EXi,2007,220000,Petrol,70000,Individual,Manual,First Owner,5,1497,78.00,17.70
Hyundai Verna Xi (Petrol),2007,220000,Petrol,108000,Individual,Manual,Third Owner,5,1599,103.20,13.90
Honda City 2017-2020 GXi,2007,229999,Petrol,60000,Individual,Manual,Third Owner,5,1497,78.00,17.70
Maruti Swift VXI with ABS,2007,250000,Petrol,60000,Individual,Manual,First Owner,5,1197,85.00,16.60
Maruti Swift Ldi BSIII,2007,250000,Diesel,150000,Individual,Manual,Fourth & Above Owner,5,1248,75.00,17.80
Maruti Swift Ldi BSIV,2007,250000,Diesel,100000,Individual,Manual,Second Owner,5,1248,75.00,17.80
Tata New Safari Dicor LX 4X2 BS IV,2007,200000,Diesel,70000,Individual,Manual,Second Owner,7,2179,138.10,13.93
Hyundai Verna CRDi ABS,2007,240000,Diesel,110000,Individual,Manual,First Owner,5,1493,110.00,18.10
Hyundai Verna CRDi SX ABS,2007,245000,Diesel,121000,Individual,Manual,Second Owner,5,1493,110.00,18.10
Hyundai Verna CRDi SX ABS,2007,245000,Diesel,120000,Individual,Manual,Second Owner,5,1493,110.00,18.10
Hyundai Verna CRDi SX ABS,2007,250000,Diesel,110000,Individual,Manual,Second Owner,5,1493,110.00,18.10
Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2007,200000,Diesel,152000,Individual,Manual,Fourth & Above Owner,9,2609,120.00,10.50
Mahindra Bolero DI DX 7 Seater,2007,210000,Diesel,207890,Individual,Manual,Second Owner,7,2523,63.00,13.60
Honda Civic 1.8 S MT,2007,245000,Petrol,90000,Individual,Manual,Third Owner,5,1799,130.00,13.50
Mahindra Bolero SLX,2007,215000,Diesel,105000,Individual,Manual,Second Owner,7,2523,63.00,13.60
Skoda Octavia L and K 1.9 TDI (MT),2007,250000,Diesel,100000,Individual,Manual,Second Owner,5,1896,122.40,16.60
Tata New Safari 3L Dicor LX 4x2,2007,200000,Diesel,120000,Individual,Manual,Second Owner,7,2956,138.10,13.93
Tata New Safari DICOR 2.2 LX 4x2,2007,250000,Diesel,80000,Individual,Manual,Second Owner,7,2179,138.10,11.57
Mahindra Scorpio LX 2.6 Turbo,2007,229999,Diesel,120000,Individual,Manual,Third Owner,7,2609,120.00,10.50
Mahindra Bolero SLX,2007,240000,Diesel,80000,Individual,Manual,Second Owner,7,2523,63.00,13.60
Mahindra Bolero SLX,2007,245000,Diesel,110000,Individual,Manual,Third Owner,7,2523,63.00,13.60
Skoda Octavia L and K 1.9 TDI (MT),2007,275000,Diesel,200000,Individual,Manual,Second Owner,5,1896,122.40,16.60
Skoda Octavia Classic 1.9 TDI MT,2007,300000,Diesel,155000,Individual,Manual,First Owner,5,1896,66.00,18.70
Toyota Innova 2.5 E Diesel PS 7-Seater,2007,270000,Diesel,147500,Individual,Manual,Second Owner,7,2494,102.00,12.80
Tata New Safari 4X2,2007,300000,Petrol,110000,Individual,Manual,Second Owner,7,2092,127.00,12.00
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,300000,Diesel,110000,Individual,Manual,Second Owner,7,2179,120.00,10.50
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,300000,Diesel,110000,Individual,Manual,First Owner,7,2179,120.00,10.50
Mahindra Bolero XL 10 Seater Non AC,2007,300000,Diesel,120000,Individual,Manual,Third Owner,7,2523,63.00,13.60
Tata New Safari 3L Dicor LX 4x2,2007,280000,Diesel,160000,Individual,Manual,Second Owner,7,2956,138.10,13.93
Honda Civic 1.8 V AT,2007,350000,Petrol,90000,Individual,Automatic,First Owner,5,1799,130.00,12.90
Honda CR-V 2.4 4WD AT,2007,325000,Petrol,70000,Individual,Automatic,Second Owner,5,2354,152.00,10.10
Toyota Innova 2.5 V Diesel 8-seater,2007,350000,Diesel,376412,Individual,Manual,Second Owner,8,2494,102.00,12.80
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2007,400000,Petrol,42000,Dealer,Automatic,First Owner,5,1796,186.00,11.74
Mahindra Scorpio 2.6 Turbo 7 Str,2007,375000,Diesel,110000,Individual,Manual,Fourth & Above Owner,8,2609,116.60,12.70
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2007,400000,Diesel,170000,Individual,Manual,First Owner,8,2494,102.00,12.80
Toyota Innova 2.5 V Diesel 8-seater,2007,404000,Diesel,120000,Individual,Manual,Third Owner,8,2494,102.00,12.80
Toyota Innova 2.5 E Diesel MS 8-seater,2007,409999,Diesel,248119,Individual,Manual,Fourth & Above Owner,8,2494,102.00,12.80
BMW 3 Series 320d Sedan,2007,480000,Diesel,110000,Individual,Automatic,Fourth & Above Owner,5,1995,181.00,16.07
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2007,465000,Diesel,210000,Individual,Manual,Second Owner,8,2494,102.00,12.80
Mercedes-Benz New C-Class 200 K AT,2007,500000,Petrol,120000,Individual,Automatic,First Owner,5,1796,178.00,11.70
Hyundai i20 Asta 1.2,2007,550000,Petrol,2360457,Individual,Manual,Second Owner,5,1197,81.83,18.60
Toyota Innova 2.5 V Diesel 8-seater,2007,500000,Diesel,200000,Individual,Manual,Third Owner,8,2494,102.00,12.80
Toyota Innova 2.5 V Diesel 7-seater,2007,600000,Diesel,260000,Individual,Manual,Third Owner,7,2494,102.00,12.80
Toyota Innova 2.5 E Diesel MS 7-seater,2007,626000,Diesel,80000,Individual,Manual,Second Owner,7,2494,102.00,12.80
BMW 7 Series 730Ld,2007,750000,Diesel,60000,Individual,Automatic,Second Owner,5,2993,258.00,14.49
Maruti 800 AC,2006,50000,Petrol,40000,Individual,Manual,Third Owner,4,796,37.00,16.10
Maruti 800 EX 5 Speed,2006,65000,Petrol,120000,Individual,Manual,Second Owner,4,796,37.00,16.10
Maruti Alto LX,2006,65000,Petrol,100000,Individual,Manual,Second Owner,5,796,46.30,19.70
Maruti Wagon R LX,2006,65000,Petrol,198000,Individual,Manual,Second Owner,5,998,67.10,18.90
Maruti 800 Std,2006,81000,Petrol,80000,Individual,Manual,First Owner,4,796,37.00,16.10
Maruti Wagon R LXI,2006,70000,Petrol,110000,Individual,Manual,Fourth & Above Owner,5,998,67.10,18.90
Maruti Alto LXi,2006,85000,Petrol,150000,Individual,Manual,Second Owner,5,796,46.30,19.70
Maruti Alto LX BSIII,2006,85000,Petrol,60000,Individual,Manual,Second Owner,5,796,46.30,19.70
Maruti Wagon R AX,2006,75000,Petrol,60000,Individual,Automatic,First Owner,5,998,67.10,18.90
Ford Fiesta 1.4 ZXi TDCi Limited Edition,2006,55000,Diesel,201000,Individual,Manual,First Owner,5,1399,68.00,17.80
Maruti Wagon R LXI,2006,80000,Petrol,150000,Individual,Manual,Fourth & Above Owner,5,998,67.10,18.90
Maruti Wagon R LX BSIII,2006,80000,Petrol,90000,Individual,Manual,Second Owner,5,1061,64.00,17.30
Maruti Alto LXi,2006,94500,Petrol,44000,Individual,Manual,First Owner,5,796,46.30,19.70
Tata Indica V2 DL BSIII,2006,67500,Diesel,110000,Individual,Manual,Fourth & Above Owner,5,1396,52.80,17.88
Maruti Alto LX,2006,100000,Petrol,40000,Individual,Manual,First Owner,5,796,46.30,19.70
Maruti Alto LX,2006,100000,Petrol,42500,Individual,Manual,First Owner,5,796,46.30,19.70
Maruti Wagon R LXI,2006,90000,Petrol,168000,Individual,Manual,Second Owner,5,998,67.10,18.90
Maruti Alto LXi BSIII,2006,110000,Petrol,120000,Individual,Manual,Third Owner,5,796,46.30,19.70
Hyundai Getz GLE,2006,81000,Petrol,100000,Individual,Manual,Fourth & Above Owner,5,1341,83.00,15.30
Maruti Zen LX - BS III,2006,100000,Petrol,120000,Individual,Manual,Second Owner,5,993,60.00,17.30
Maruti Wagon R AX BSIII,2006,100000,Petrol,100000,Individual,Automatic,Second Owner,5,1061,64.00,16.00
Maruti 800 Std,2006,114999,Petrol,59000,Individual,Manual,Second Owner,4,796,37.00,16.10
Tata Indica V2 DLX TC,2006,85000,Diesel,120000,Individual,Manual,Third Owner,5,1405,68.00,16.80
Maruti Zen D,2006,80000,Diesel,110000,Individual,Manual,Second Owner,5,1527,58.00,20.80
Maruti 800 AC,2006,120000,Petrol,40000,Individual,Manual,Second Owner,4,796,37.00,16.10
Hyundai Getz GLE,2006,90000,Petrol,100000,Individual,Manual,Third Owner,5,1341,83.00,15.30
Maruti Alto LXi,2006,120000,Petrol,120000,Individual,Manual,Fourth & Above Owner,5,796,46.30,19.70
Maruti Alto LX,2006,120000,Petrol,30000,Individual,Manual,Second Owner,5,796,46.30,19.70
Maruti Alto LX,2006,120000,Petrol,100000,Individual,Manual,Second Owner,5,796,46.30,19.70
Maruti Alto LXi BSIII,2006,120000,Petrol,70000,Individual,Manual,Third Owner,5,796,46.30,19.70
Honda City 2017-2020 GXi,2006,93150,Petrol,80000,Individual,Manual,Second Owner,5,1497,78.00,17.70
Maruti Zen LXI,2006,120000,Petrol,141000,Individual,Manual,Second Owner,5,993,60.00,17.30
Tata Indica V2 eXeta GLS,2006,110000,Petrol,53523,Dealer,Manual,First Owner,5,1193,64.40,16.84
Maruti Wagon R PRIMEA,2006,120000,Petrol,90000,Individual,Manual,Second Owner,5,998,67.00,18.90
Tata Indica V2 DLS TC,2006,100000,Diesel,110000,Individual,Manual,Third Owner,5,1405,62.00,16.80
Tata Indigo LS BSII,2006,100000,Diesel,120000,Individual,Manual,Third Owner,5,1405,70.00,16.10
Maruti Wagon R LXI,2006,125000,Petrol,59000,Individual,Manual,Second Owner,5,998,67.10,18.90
Maruti Wagon R LX,2006,130000,Petrol,80000,Individual,Manual,Third Owner,5,998,67.10,18.90
Tata Indica V2 DLS TC,2006,110000,Diesel,88000,Individual,Manual,Second Owner,5,1405,62.00,16.80
Maruti Wagon R VXI,2006,135000,Petrol,62900,Individual,Manual,First Owner,5,998,67.10,18.90
Maruti Swift ZXI BSIII,2006,120000,Petrol,44000,Individual,Manual,Second Owner,5,1298,88.20,16.10
Maruti Alto LX,2006,150000,Petrol,100000,Individual,Manual,Second Owner,5,796,46.30,19.70
Maruti Wagon R LXI,2006,140000,Petrol,150000,Individual,Manual,Second Owner,5,998,67.10,18.90
Hyundai Accent GLS 1.6 ABS,2006,110000,Petrol,140000,Individual,Manual,Second Owner,5,1599,94.00,14.40
Maruti 800 AC,2006,155000,Petrol,70000,Individual,Manual,Second Owner,4,796,37.00,16.10
Skoda Octavia RS 1.8 Turbo Petrol MT,2006,100000,Petrol,120000,Individual,Manual,Third Owner,5,1781,149.50,13.10
